,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE
3909,Velachery,1590,2,1,4,1,Commercial,NoSeWa,No Access,RH,13925230,9
3910,Karapakkam,1353,2,2,4,1,Others,ELO,Paved,I,7507375,34
3911,Anna Nagar,1610,1,1,4,1,Others,ELO,Gravel,RL,13545830,29
3912,T Nagar,1883,2,1,5,1,Others,NoSeWa,Paved,RL,14866620,29
3913,Chrompet,1029,1,1,3,1,Commercial,ELO,Gravel,RL,13376150,29
3914,Chrompet,1285,2,1,4,1,House,AllPub,Gravel,RM,11819950,29
3915,Adyar,1210,2,2,4,1,Commercial,NoSeWa,No Access,C,12495925,35
3916,Karapakkam,774,1,1,2,0,House,NoSeWa,Gravel,A,4182250,39
3917,Chrompet,940,1,1,3,0,Others,ELO,Gravel,RL,9064800,4
3918,Velachery,1893,3,2,5,1,Others,NoSeWa,Paved,C,9995770,31
3919,Chrompet,857,1,1,3,0,House,ELO,Gravel,RH,7377300,30
3920,T Nagar,1563,1,1,4,0,Others,NoSeWa,No Access,RH,11277710,6
3921,Velachery,1634,2,1,4,0,Others,AllPub,Paved,RH,9643920,16
3922,KK Nagar,1483,2,1,4,0,House,NoSeWa,Paved,RL,8756780,19
3923,T Nagar,1902,2,1,5,1,Commercial,AllPub,Gravel,RH,21789460,13
3924,T Nagar,1638,1,1,4,1,Others,AllPub,Gravel,RH,13906030,37
3925,Anna Nagar,1877,2,1,5,1,Commercial,AllPub,Gravel,RL,21810920,26
3926,Chrompet,751,1,1,2,1,Others,ELO,No Access,RM,8484620,17
3927,KK Nagar,1873,3,2,5,0,Commercial,NoSeWa,Gravel,RL,15494260,23
3928,Chrompet,1021,1,1,3,1,House,AllPub,No Access,RH,8387750,25
3929,Karapakkam,1448,2,2,4,1,Commercial,NoSeWa,Gravel,RM,13435000,24
3930,Karapakkam,720,1,1,2,0,Others,NoSeWa,Gravel,RL,6352250,39
3931,Anna Nagar,1514,1,1,4,0,Others,AllPub,Gravel,RL,12279230,28
3932,KK Nagar,2347,4,2,6,0,Others,NoSeWa,Gravel,RM,12885880,27
3933,KK Nagar,1816,3,2,5,1,House,NoSeWa,Paved,RM,10764320,26
3934,Velachery,1615,2,1,4,1,Others,NoSeWa,Paved,A,8092310,38
3935,Velachery,1941,3,2,5,0,Others,AllPub,Gravel,RH,11014650,25
3936,KK Nagar,2227,4,2,6,1,House,AllPub,Paved,RL,12334760,8
3937,Chrompet,1119,1,1,3,1,Commercial,ELO,No Access,RM,13267150,29
3938,Chrompet,885,1,1,3,0,Others,ELO,Paved,RM,8414700,35
3939,Karapakkam,1417,2,2,4,1,Commercial,NoSeWa,Paved,RL,12304750,37
3940,Adyar,1278,2,2,4,1,House,NoSeWa,No Access,RL,9448455,37
3941,Chrompet,1050,1,1,3,1,Others,NoSeWa,Gravel,RM,11284700,20
3942,T Nagar,1706,1,1,4,1,Others,NoSeWa,Paved,RH,13094870,42
3943,Karapakkam,774,1,1,2,0,Commercial,NoSeWa,Gravel,C,6353750,41
3944,Anna Nagar,1751,1,1,4,1,House,ELO,Paved,RM,13331980,19
3945,Karapakkam,729,1,1,2,1,Others,NoSeWa,Gravel,I,6678875,24
3946,Chrompet,1142,1,1,3,1,House,AllPub,Paved,RM,10065600,28
3947,Velachery,1668,2,1,4,1,House,NoSeWa,Paved,RH,9150510,43
3948,Chrompet,857,1,1,3,0,Commercial,AllPub,Gravel,RM,12232800,8
3949,Velachery,1774,2,1,4,0,Commercial,ELO,Gravel,I,14103230,19
3950,Chrompet,897,1,1,3,1,Others,ELO,Gravel,RH,8957390,22
3951,T Nagar,1838,2,1,5,0,Commercial,NoSeWa,Paved,RL,20241530,14
3952,Adyar,1000,1,1,3,1,Others,ELO,Gravel,A,8080925,15
3953,Karapakkam,1209,1,1,3,0,Others,AllPub,No Access,RL,6567375,42
3954,Chrompet,858,1,1,3,1,Commercial,NoSeWa,No Access,RH,10335050,19
3955,Adyar,767,1,1,2,1,House,AllPub,No Access,RM,9045605,7
3956,T Nagar,1624,1,1,4,1,Others,AllPub,Paved,RL,13234330,43
3957,Karapakkam,579,1,1,2,0,Others,AllPub,Gravel,I,5032625,36
3958,Adyar,881,1,1,3,1,Commercial,AllPub,No Access,RM,12724510,14
3959,Chrompet,722,1,1,2,1,House,ELO,Paved,RH,6888450,27
3960,Velachery,1837,3,2,5,0,Others,NoSeWa,Paved,RM,11411760,18
3961,Chrompet,1296,2,1,4,0,Others,AllPub,Paved,RL,9965620,34
3962,Karapakkam,1624,2,2,4,0,House,NoSeWa,Paved,RH,7651250,31
3963,Anna Nagar,1630,1,1,4,1,Others,ELO,Gravel,RH,12938720,41
3964,Chrompet,1257,2,1,4,0,Others,NoSeWa,Gravel,RH,9946290,24
3965,Chrompet,1163,1,1,3,0,Commercial,AllPub,No Access,RH,12123250,35
3966,Velachery,1652,2,1,4,1,Commercial,NoSeWa,No Access,C,12039380,44
3967,Velachery,1566,2,1,4,0,House,ELO,Gravel,A,6776450,30
3968,Velachery,1669,2,1,4,0,Others,NoSeWa,Paved,A,7193030,49
3969,Karapakkam,1009,1,1,3,1,House,NoSeWa,Gravel,A,5272250,49
3970,Adyar,750,1,1,2,0,Others,ELO,Paved,I,6252365,31
3971,KK Nagar,2149,3,2,5,0,House,NoSeWa,Paved,RM,11840340,7
3972,Velachery,1818,3,2,5,1,Others,NoSeWa,Gravel,A,9890560,23
3973,KK Nagar,1623,2,1,4,0,Commercial,AllPub,Paved,RM,14485900,5
3974,Anna Nagar,1602,1,1,4,1,House,ELO,Gravel,RL,12359320,36
3975,Chrompet,1143,1,1,3,0,Commercial,AllPub,Paved,RH,12716150,9
3976,Adyar,865,1,1,3,0,House,NoSeWa,Paved,A,4982055,37
3977,Anna Nagar,1880,2,1,5,0,Commercial,NoSeWa,Paved,RL,20562600,20
3978,Chrompet,721,1,1,2,0,Others,AllPub,Gravel,RM,8732470,26
3979,T Nagar,1510,1,1,4,0,Others,ELO,No Access,RH,10754410,18
3980,Adyar,1025,1,1,3,1,Commercial,AllPub,Paved,RH,13168605,27
3981,Karapakkam,762,1,1,2,1,House,NoSeWa,Gravel,RM,7675750,49
3982,T Nagar,1609,1,1,4,0,Commercial,ELO,Paved,RL,17720900,45
3983,Chrompet,869,1,1,3,1,Commercial,ELO,Paved,RM,12454750,9
3984,Adyar,1109,1,1,3,1,Commercial,ELO,Gravel,C,12735905,27
3985,Adyar,928,1,1,3,0,House,AllPub,Gravel,C,6997335,9
3986,Velachery,1747,2,1,4,1,Others,NoSeWa,Gravel,C,9983410,13
3987,T Nagar,1526,1,1,4,0,Commercial,ELO,Gravel,RM,18546530,9
3988,T Nagar,1922,2,1,5,1,House,AllPub,Paved,RH,13211540,42
3989,KK Nagar,1366,2,1,4,0,House,AllPub,Gravel,RM,9808360,28
3990,Karapakkam,731,1,1,2,0,House,ELO,Paved,A,3102500,31
3991,T Nagar,1886,2,1,5,0,House,NoSeWa,Gravel,RH,12040960,43
3992,Velachery,1754,2,1,4,1,Others,NoSeWa,Gravel,RM,11963590,42
3993,Adyar,1236,2,2,4,0,Commercial,AllPub,Gravel,C,13478895,33
3994,Chrompet,1291,2,1,4,1,House,NoSeWa,Gravel,RL,10499650,31
3995,Anna Nagar,1744,1,1,4,0,House,NoSeWa,No Access,RM,11667270,41
3996,Adyar,933,1,1,3,0,House,NoSeWa,Paved,RM,9022165,11
3997,Chrompet,747,1,1,2,0,House,NoSeWa,No Access,RL,6206700,22
3998,Velachery,1574,2,1,4,1,House,NoSeWa,Paved,I,8287180,44
3999,Chrompet,1290,2,1,4,0,Commercial,ELO,Paved,RH,13442250,11
4000,Velachery,1574,2,1,4,0,Commercial,AllPub,No Access,RM,13113330,54
4001,Karapakkam,932,1,1,3,1,Commercial,NoSeWa,Paved,RM,10095000,36
4002,Karapakkam,1047,1,1,3,0,Commercial,NoSeWa,Paved,I,8597500,14
4003,Anna Nagar,1957,2,1,5,0,Others,ELO,Paved,RH,13371220,18
4004,Karapakkam,1511,2,2,4,1,House,AllPub,Gravel,RL,9268750,39
4005,KK Nagar,1761,2,1,4,1,Commercial,AllPub,Paved,RH,14397160,28
4006,KK Nagar,2287,4,2,6,0,House,NoSeWa,Paved,RM,12339780,9
4007,Velachery,1749,2,1,4,0,Others,NoSeWa,Paved,RL,10236960,18
4008,Karapakkam,1550,2,2,4,1,House,NoSeWa,Paved,RH,8566750,37
4009,T Nagar,1766,1,1,4,0,Commercial,NoSeWa,Paved,RH,18658980,24
4010,Anna Nagar,1540,1,1,4,1,Others,AllPub,Gravel,RH,13186470,16
4011,Velachery,1874,3,2,5,0,House,AllPub,No Access,RL,9292000,35
4012,Karapakkam,1454,2,2,4,0,House,ELO,No Access,RL,7202750,5
4013,KK Nagar,2461,4,2,6,0,House,AllPub,Paved,RH,11338920,6
4014,Velachery,1528,2,1,4,1,Commercial,NoSeWa,Paved,I,13642920,21
4015,Adyar,823,1,1,3,0,Others,ELO,Gravel,C,7174375,5
4016,KK Nagar,1389,2,1,4,0,Others,NoSeWa,Gravel,RM,9630040,23
4017,Adyar,765,1,1,2,0,House,ELO,Gravel,RL,8203665,11
4018,Adyar,1244,2,2,4,1,Others,ELO,No Access,C,8661320,8
4019,Velachery,1566,2,1,4,1,Others,ELO,Gravel,RM,11548700,25
4020,Anna Nagar,1539,1,1,4,0,House,NoSeWa,Paved,RL,11320960,13
4021,Chrompet,1283,2,1,4,1,Commercial,AllPub,Paved,RM,15503650,35
4022,Chrompet,1132,1,1,3,1,Commercial,NoSeWa,No Access,RM,13606450,35
4023,Chrompet,948,1,1,3,0,House,NoSeWa,No Access,RM,8423350,9
4024,Karapakkam,589,1,1,2,1,Others,NoSeWa,Paved,RL,6061625,47
4025,Karapakkam,1025,1,1,3,0,Commercial,AllPub,No Access,I,7688000,16
4026,Chrompet,885,1,1,3,1,Commercial,NoSeWa,No Access,RL,10958500,25
4027,Karapakkam,758,1,1,2,0,House,NoSeWa,Gravel,RL,6237500,30
4028,Adyar,663,1,1,2,1,House,NoSeWa,No Access,A,5426740,16
4029,Velachery,1530,2,1,4,1,House,ELO,No Access,A,6752540,22
4030,Velachery,1948,3,2,5,0,Others,AllPub,Paved,RH,10765530,39
4031,Adyar,940,1,1,3,1,House,AllPub,No Access,RL,8871195,13
4032,T Nagar,1532,1,1,4,0,House,ELO,Paved,RH,10802190,7
4033,Velachery,1894,3,2,5,1,Others,AllPub,No Access,C,8917740,47
4034,KK Nagar,1373,2,1,4,0,Others,AllPub,Gravel,RH,8638540,24
4035,Velachery,1528,2,1,4,0,House,AllPub,Gravel,I,7922150,30
4036,Velachery,1826,3,2,5,0,Others,NoSeWa,Gravel,I,9711430,39
4037,Karapakkam,1132,1,1,3,0,House,ELO,No Access,RH,5330500,38
4038,T Nagar,1955,2,1,5,1,House,AllPub,No Access,RM,14862430,14
4039,Karapakkam,1036,1,1,3,1,House,NoSeWa,Gravel,RM,8901750,17
4040,T Nagar,1504,1,1,4,1,Commercial,AllPub,Gravel,RM,20362800,5
4041,Anna Nagar,1826,2,1,5,1,Others,NoSeWa,Paved,RM,15779500,16
4042,Karapakkam,1609,2,2,4,1,Commercial,AllPub,No Access,I,11274750,37
4043,Karapakkam,891,1,1,3,1,Commercial,NoSeWa,Paved,C,7999750,13
4044,Karapakkam,1665,2,2,4,0,Others,NoSeWa,Gravel,C,7729125,11
4045,Anna Nagar,1965,2,1,5,1,Others,AllPub,No Access,RL,14411150,35
4046,Chrompet,1157,1,1,3,0,Commercial,AllPub,No Access,RH,12632900,6
4047,KK Nagar,2064,3,2,5,0,Commercial,NoSeWa,Gravel,RL,16497820,21
4048,Chrompet,1181,1,1,3,0,Others,NoSeWa,Gravel,RL,9847570,16
4049,KK Nagar,1653,2,1,4,1,Others,NoSeWa,Paved,RL,10794060,20
4050,KK Nagar,2282,4,2,6,0,House,NoSeWa,Gravel,RM,12171140,27
4051,Karapakkam,1531,2,2,4,0,Commercial,ELO,Gravel,RH,11451250,35
4052,Anna Nagar,1629,1,1,4,0,Commercial,ELO,Gravel,RM,19939120,6
4053,Chrompet,1081,1,1,3,1,Others,NoSeWa,Gravel,RH,9778420,39
4054,Karapakkam,1041,1,1,3,1,Commercial,NoSeWa,No Access,I,9045250,7
4055,Chrompet,1175,1,1,3,1,House,AllPub,Paved,RL,9758600,28
4056,Chrompet,810,1,1,3,0,Commercial,NoSeWa,Paved,RH,9879950,29
4057,KK Nagar,1722,2,1,4,0,House,AllPub,Paved,RM,9795980,19
4058,Karapakkam,1475,2,2,4,0,House,NoSeWa,Paved,RL,8296250,21
4059,Anna Nagar,1522,1,1,4,0,House,AllPub,Paved,RL,11295000,5
4060,Anna Nagar,1556,1,1,4,0,House,NoSeWa,No Access,RM,10797790,27
4061,Chrompet,1286,2,1,4,1,Commercial,ELO,No Access,RL,14962800,8
4062,Velachery,1803,3,2,5,1,House,NoSeWa,Paved,RM,11546330,14
4063,Chrompet,866,1,1,3,0,Commercial,NoSeWa,No Access,RL,10173350,29
4064,Adyar,1178,1,1,3,1,House,ELO,Paved,C,8638785,19
4065,Anna Nagar,1626,1,1,4,0,Others,NoSeWa,Paved,RL,12866410,9
4066,Anna Nagar,1589,1,1,4,1,House,NoSeWa,No Access,RL,12025410,8
4067,Chrompet,1165,1,1,3,0,House,ELO,No Access,RL,7550250,35
4068,Adyar,618,1,1,2,0,Commercial,ELO,Paved,RH,8421940,36
4069,Chrompet,1144,1,1,3,0,Others,NoSeWa,Gravel,RL,9341380,38
4070,Adyar,1201,2,2,4,0,Commercial,NoSeWa,Paved,RM,14203140,36
4071,Karapakkam,879,1,1,2,1,House,AllPub,Paved,RH,6313250,37
4072,Anna Nagar,1501,1,1,4,1,Others,ELO,Gravel,RM,13627030,35
4073,Adyar,1289,2,2,4,1,Commercial,AllPub,Gravel,RM,17360470,18
4074,KK Nagar,1741,2,1,4,1,Others,AllPub,Paved,RH,10458220,10
4075,Karapakkam,1585,2,2,4,0,Commercial,ELO,Paved,RM,11996750,45
4076,Chrompet,897,1,1,3,1,House,ELO,Gravel,RL,9162950,9
4077,Chrompet,1172,1,1,3,1,House,ELO,No Access,RM,9701600,20
4078,Karapakkam,1321,1,1,3,1,Others,AllPub,Paved,RH,8527375,18
4079,Karapakkam,798,1,1,2,0,Others,NoSeWa,No Access,I,4517000,13
4080,T Nagar,1808,2,1,5,0,Commercial,NoSeWa,No Access,RM,20487250,20
4081,Chrompet,934,1,1,3,0,Others,NoSeWa,Paved,RH,7774580,16
4082,Chrompet,961,1,1,3,1,Others,AllPub,No Access,RL,8637320,29
4083,Adyar,962,1,1,3,0,Others,ELO,Paved,A,6374265,11
4084,KK Nagar,1778,3,2,5,0,Others,AllPub,Paved,RL,10567300,7
4085,Anna Nagar,1756,1,1,4,1,House,ELO,Paved,RH,12368790,12
4086,Karapakkam,1023,1,1,3,0,Others,NoSeWa,Paved,A,4798625,6
4087,Adyar,784,1,1,2,0,House,ELO,No Access,RL,6611365,31
4088,KK Nagar,1485,2,1,4,0,House,AllPub,Paved,RH,8195220,11
4089,KK Nagar,2177,3,2,5,1,Others,AllPub,Gravel,RL,13553180,12
4090,KK Nagar,2088,3,2,5,1,Others,NoSeWa,Paved,RM,12879720,18
4091,Adyar,1181,1,1,3,1,Others,ELO,No Access,I,8418360,24
4092,KK Nagar,1308,1,1,3,0,House,AllPub,Gravel,RM,9168580,9
4093,Karapakkam,663,1,1,2,0,House,ELO,No Access,I,3815750,19
4094,T Nagar,1975,2,1,5,1,House,NoSeWa,No Access,RH,13567150,5
4095,Chrompet,749,1,1,2,0,Commercial,ELO,Gravel,RH,9607900,22
4096,Velachery,1727,2,1,4,1,House,ELO,Gravel,A,8269610,33
4097,KK Nagar,2158,3,2,5,1,Others,NoSeWa,Paved,RM,13154100,17
4098,Chrompet,1157,1,1,3,0,House,NoSeWa,Gravel,RL,9455100,10
4099,T Nagar,1832,2,1,5,0,Commercial,NoSeWa,Gravel,RM,21686920,21
4100,Chrompet,1138,1,1,3,1,Commercial,NoSeWa,Gravel,RH,13801050,15
4101,Chrompet,770,1,1,2,0,House,AllPub,No Access,RH,6348750,5
4102,T Nagar,1842,2,1,5,0,House,NoSeWa,Gravel,RL,13040160,23
4103,T Nagar,1882,2,1,5,1,Commercial,ELO,No Access,RH,19761890,42
4104,Chrompet,757,1,1,2,1,Others,ELO,No Access,RM,8854790,14
4105,Velachery,1884,3,2,5,1,House,ELO,Paved,RH,9955440,37
4106,KK Nagar,1729,2,1,4,1,Others,NoSeWa,Paved,RH,10643500,6
4107,Adyar,866,1,1,3,1,Others,ELO,Paved,A,6666735,29
4108,Karapakkam,919,1,1,3,1,Commercial,AllPub,Gravel,RL,10589000,16
4109,KK Nagar,1587,2,1,4,0,House,NoSeWa,Paved,RL,8983700,5
4110,Chrompet,1282,2,1,4,1,Others,NoSeWa,Gravel,RH,11073340,16
4111,Chrompet,928,1,1,3,0,Others,ELO,Paved,RM,8454860,38
4112,Chrompet,898,1,1,3,0,House,ELO,Paved,RH,6802150,29
4113,Adyar,692,1,1,2,1,Commercial,NoSeWa,No Access,A,7814575,25
4114,T Nagar,1972,2,1,5,1,Others,ELO,Paved,RH,13941590,39
4115,KK Nagar,2079,3,2,5,0,Others,NoSeWa,Paved,RH,10468580,10
4116,KK Nagar,1486,2,1,4,0,Commercial,NoSeWa,Paved,RL,12616820,11
4117,Anna Nagar,1742,1,1,4,1,Commercial,NoSeWa,Paved,RM,20982920,41
4118,T Nagar,1936,2,1,5,1,House,NoSeWa,Paved,RL,13788080,24
4119,Karapakkam,1214,1,1,3,0,Commercial,NoSeWa,No Access,RM,9985750,49
4120,Karapakkam,1257,1,1,3,1,House,ELO,No Access,RH,6660000,34
4121,Karapakkam,841,1,1,2,1,House,AllPub,No Access,I,5355750,19
4122,KK Nagar,2255,4,2,6,0,Commercial,AllPub,Paved,RH,16982280,14
4123,Velachery,1605,2,1,4,1,Commercial,NoSeWa,Paved,RH,13759280,34
4124,Chrompet,1188,1,1,3,0,Commercial,NoSeWa,Paved,RH,12840300,14
4125,Chrompet,1213,2,1,4,1,Others,NoSeWa,No Access,RL,10243060,7
4126,Chrompet,731,1,1,2,1,Commercial,NoSeWa,Paved,RM,11029700,38
4127,KK Nagar,1781,3,2,5,1,Commercial,NoSeWa,Gravel,RL,16174720,6
4128,Chrompet,702,1,1,2,0,Commercial,NoSeWa,Paved,RH,8883050,19
4129,Anna Nagar,1949,2,1,5,0,Others,NoSeWa,Gravel,RM,15476650,19
4130,Anna Nagar,1857,2,1,5,0,Others,NoSeWa,Gravel,RL,14093160,30
4131,KK Nagar,1904,3,2,5,0,Others,AllPub,Paved,RL,10782380,25
4132,Karapakkam,1199,1,1,3,0,Commercial,ELO,Paved,C,7839500,38
4133,Karapakkam,1228,1,1,3,1,Commercial,ELO,Gravel,RH,11531000,12
4134,Velachery,1786,2,1,4,1,Commercial,NoSeWa,Gravel,RM,17240870,11
4135,Velachery,1953,3,2,5,1,Others,ELO,No Access,C,8916410,53
4136,Karapakkam,1287,1,1,3,0,Commercial,AllPub,Gravel,RL,10931250,27
4137,KK Nagar,1369,2,1,4,0,House,NoSeWa,Paved,RM,9103800,30
4138,KK Nagar,1771,2,1,4,1,House,AllPub,Gravel,RL,11090200,20
4139,Adyar,1082,1,1,3,1,House,NoSeWa,Gravel,I,9177820,28
4140,KK Nagar,1636,2,1,4,1,House,AllPub,Paved,RL,10056300,25
4141,Karapakkam,602,1,1,2,0,Others,NoSeWa,Paved,RM,6560250,26
4142,T Nagar,1854,2,1,5,0,House,ELO,No Access,RL,11704830,29
4143,Karapakkam,1655,2,2,4,1,Others,ELO,No Access,RM,9837875,25
4144,Adyar,698,1,1,2,0,Commercial,NoSeWa,Gravel,RH,9879040,16
4145,Chrompet,1101,1,1,3,0,House,NoSeWa,Gravel,RL,8572650,31
4146,Karapakkam,785,1,1,2,1,Others,AllPub,Paved,I,6576375,22
4147,Adyar,1135,1,1,3,1,House,AllPub,Gravel,RM,11046310,34
4148,Karapakkam,1308,1,1,3,1,Others,ELO,Paved,RH,8242250,32
4149,Adyar,924,1,1,3,0,Commercial,AllPub,No Access,RH,10571990,26
4150,Karapakkam,508,1,1,2,1,Commercial,ELO,Gravel,I,6709750,49
4151,Velachery,1725,2,1,4,0,House,AllPub,Paved,RL,9817160,8
4152,Karapakkam,1665,2,2,4,0,Commercial,AllPub,No Access,I,11513500,10
4153,KK Nagar,1868,3,2,5,1,Others,NoSeWa,Gravel,RH,11348140,9
4154,Anna Nagar,1951,2,1,5,1,Commercial,ELO,No Access,RH,20272170,36
4155,T Nagar,1665,1,1,4,1,Commercial,AllPub,Paved,RM,20656290,22
4156,Anna Nagar,1537,1,1,4,0,Commercial,AllPub,Paved,RH,17670400,15
4157,Chrompet,912,1,1,3,1,Commercial,AllPub,Paved,RH,11583300,26
4158,Karapakkam,724,1,1,2,1,Commercial,AllPub,Paved,RH,8033250,31
4159,Karapakkam,516,1,1,2,0,Commercial,NoSeWa,No Access,A,3331750,33
4160,T Nagar,1764,1,1,4,1,Others,AllPub,No Access,RL,13971130,38
4161,Chrompet,872,1,1,3,0,Others,ELO,Gravel,RH,7693740,29
4162,Chrompet,887,1,1,3,1,Commercial,AllPub,Gravel,RM,13118450,39
4163,Chrompet,1080,1,1,3,1,Commercial,ELO,Paved,RH,12721750,9
4164,Chrompet,1045,1,1,3,1,House,AllPub,Gravel,RL,9480000,32
4165,Karapakkam,1530,2,2,4,0,Commercial,NoSeWa,No Access,RM,12046250,11
4166,Adyar,1132,1,1,3,0,House,NoSeWa,No Access,A,6050375,5
4167,KK Nagar,2365,4,2,6,1,Others,NoSeWa,Paved,RL,12924800,25
4168,Velachery,1781,2,1,4,0,House,AllPub,Paved,RM,10048510,38
4169,Chrompet,1138,1,1,3,0,Commercial,NoSeWa,Paved,RH,11770400,40
4170,KK Nagar,2375,4,2,6,0,House,AllPub,Gravel,RH,11381360,18
4171,Karapakkam,1115,1,1,3,0,Others,ELO,No Access,RH,6224875,11
4172,Chrompet,811,1,1,3,0,Commercial,ELO,Paved,RM,10890050,39
4173,Anna Nagar,1586,1,1,4,0,House,AllPub,Paved,RL,10882430,44
4174,Chrompet,1103,1,1,3,1,Others,NoSeWa,Gravel,RH,10560810,6
4175,Karapakkam,939,1,1,3,1,House,AllPub,No Access,C,5326500,24
4176,Velachery,1727,2,1,4,0,House,NoSeWa,Gravel,A,7341790,42
4177,T Nagar,1672,1,1,4,0,Commercial,AllPub,Paved,RL,18911110,13
4178,Anna Nagar,1581,1,1,4,1,Commercial,NoSeWa,No Access,RH,18011000,15
4179,Anna Nagar,1781,1,1,4,0,Commercial,AllPub,No Access,RM,19789040,27
4180,KK Nagar,1668,2,1,4,0,Commercial,AllPub,Gravel,RH,14139220,21
4181,Adyar,1263,2,2,4,0,House,AllPub,No Access,I,7926700,40
4182,Adyar,819,1,1,3,0,House,AllPub,No Access,RL,7484395,13
4183,Karapakkam,1145,1,1,3,0,House,NoSeWa,Paved,RL,6855750,31
4184,Chrompet,1074,1,1,3,1,Commercial,NoSeWa,Gravel,RH,12904650,39
4185,T Nagar,1707,1,1,4,0,Others,ELO,Paved,RM,13057270,38
4186,KK Nagar,2145,3,2,5,0,Commercial,NoSeWa,Gravel,RL,17357440,22
4187,Adyar,737,1,1,2,0,House,NoSeWa,No Access,RM,6916665,31
4188,Adyar,1178,1,1,3,0,Others,AllPub,No Access,A,6652020,28
4189,Adyar,1261,2,2,4,1,Others,NoSeWa,Paved,C,9653285,39
4190,Karapakkam,807,1,1,2,1,Others,NoSeWa,No Access,RM,7603375,7
4191,Chrompet,1167,1,1,3,0,Others,NoSeWa,Gravel,RL,9790040,11
4192,Karapakkam,1575,2,2,4,0,House,NoSeWa,No Access,RL,7629750,43
4193,Karapakkam,1177,1,1,3,0,House,AllPub,No Access,RM,7014250,21
4194,Karapakkam,1069,1,1,3,0,Others,AllPub,No Access,C,4661125,41
4195,Adyar,679,1,1,2,0,Others,AllPub,No Access,C,5147305,27
4196,Karapakkam,642,1,1,2,1,Commercial,ELO,Gravel,I,7374500,30
4197,Velachery,1850,3,2,5,1,House,NoSeWa,Gravel,RH,10235550,50
4198,Anna Nagar,1692,1,1,4,0,Commercial,ELO,Paved,RH,17874820,16
4199,T Nagar,1788,1,1,4,1,Commercial,NoSeWa,Gravel,RH,21217800,10
4200,Adyar,817,1,1,3,0,Commercial,NoSeWa,Paved,RM,11559880,12
4201,Karapakkam,1639,2,2,4,1,House,NoSeWa,Gravel,RL,9464500,36
4202,Karapakkam,883,1,1,2,0,Others,NoSeWa,Paved,C,4491625,44
4203,Velachery,1827,3,2,5,0,House,NoSeWa,Paved,C,8803420,6
4204,Anna Nagar,1986,2,1,5,0,Others,AllPub,No Access,RH,13245710,19
4205,Velachery,1958,3,2,5,1,Commercial,AllPub,No Access,C,15003560,18
4206,Adyar,870,1,1,3,0,Commercial,NoSeWa,No Access,RL,10671275,24
4207,Velachery,1662,2,1,4,0,House,ELO,Paved,RH,7871720,41
4208,Anna Nagar,1835,2,1,5,0,Others,AllPub,Paved,RM,14429740,22
4209,Adyar,1270,2,2,4,1,Others,AllPub,No Access,RH,10185610,34
4210,KK Nagar,2292,4,2,6,1,Others,NoSeWa,Paved,RL,12946500,13
4211,Karapakkam,1028,1,1,3,0,Commercial,AllPub,Gravel,RL,10001250,15
4212,KK Nagar,1865,3,2,5,1,Commercial,NoSeWa,Gravel,RM,16935440,22
4213,Adyar,981,1,1,3,1,Others,NoSeWa,No Access,RL,9347935,9
4214,Karapakkam,916,1,1,3,1,Others,NoSeWa,Gravel,A,5434250,45
4215,Velachery,1908,3,2,5,1,Others,NoSeWa,Paved,RH,11663490,12
4216,Anna Nagar,1936,2,1,5,1,Others,AllPub,Paved,RM,15589440,38
4217,Velachery,1926,3,2,5,0,House,NoSeWa,Paved,RM,10337000,55
4218,Chrompet,1083,1,1,3,1,Commercial,NoSeWa,Gravel,RM,14200900,38
4219,Anna Nagar,1780,1,1,4,1,House,AllPub,Paved,RM,13709340,32
4220,Velachery,1707,2,1,4,0,Commercial,NoSeWa,Gravel,I,13685190,52
4221,Chrompet,900,1,1,3,0,Others,ELO,Gravel,RH,7953250,23
4222,T Nagar,1519,1,1,4,0,Others,NoSeWa,Gravel,RH,12332820,20
4223,T Nagar,1934,2,1,5,1,Commercial,NoSeWa,Paved,RL,22053480,19
4224,Karapakkam,1043,1,1,3,1,Others,NoSeWa,Gravel,I,7356625,28
4225,Karapakkam,704,1,1,2,1,Others,NoSeWa,Paved,RM,7338250,39
4226,Karapakkam,1539,2,2,4,0,Commercial,AllPub,Gravel,A,9996000,20
4227,Karapakkam,1279,1,1,3,1,Others,NoSeWa,No Access,I,6849125,24
4228,Karapakkam,1568,2,2,4,1,Commercial,NoSeWa,No Access,A,10462500,14
4229,KK Nagar,2011,3,2,5,1,Commercial,NoSeWa,Gravel,RL,17523920,16
4230,Karapakkam,1566,2,2,4,0,Commercial,NoSeWa,Gravel,A,10010000,31
4231,KK Nagar,1812,3,2,5,0,Commercial,AllPub,Paved,RL,14873340,7
4232,T Nagar,1729,1,1,4,0,Commercial,NoSeWa,Gravel,RL,20461220,11
4233,Anna Nagar,1569,1,1,4,1,House,AllPub,No Access,RL,11231390,32
4234,KK Nagar,2068,3,2,5,1,Others,NoSeWa,Gravel,RL,12711220,13
4235,Anna Nagar,1869,2,1,5,0,Others,NoSeWa,Gravel,RM,15010890,36
4236,Chrompet,1271,2,1,4,0,Others,NoSeWa,Paved,RL,10139270,12
4237,KK Nagar,1527,2,1,4,0,House,AllPub,Gravel,RM,10007800,10
